종류,이름,가격,할인,링크
OUTER,테일러드 일자핏 반팔 숏자켓 MIWJKB801B,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2106090764
OUTER,[리오더]싱글 2버튼 테일러드 숏 자켓 MIWJKB75QG,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2106061737
OUTER,[리오더]싱글 3버튼 테일러드 숏 자켓 MIWJKB73QG,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2106042254
OUTER,[리오더]라운드넥 트위드 숏자켓 MIWJKB72QG,"39,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2106032069
OUTER,테일러드 벨티드 반팔 자켓 MIWJKB711B,"49,900원",29%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2106030552
OUTER,[리오더]테일러드 오버핏 싱글 반팔자켓 MIWJKB71QC,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2106023163
OUTER,[리오더]테일러드 오버핏 싱글 반팔자켓 MIWJKB72QC,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2106018363
OUTER,V넥 슬림핏 벨티드 반팔자켓 MIWJKB712B,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105980713
OUTER,테일러드 벨티드 반팔 숏자켓 MIWJKB722B,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105974374
OUTER,[리오더]싱글 테일러드 반팔 자켓 MIWJKB71QG,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105974373
OUTER,테일러드 일자핏 반팔 숏자켓 MIWJKB702B,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105974371
OUTER,[리오더]테일러드 일자핏 반팔 숏자켓 MIWJKB72QB,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105970642
OUTER,테일러드 오버핏 반팔 숏자켓 MIWJKB701C,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105960420
OUTER,패턴 테일러드 반팔 숏자켓 MIWJKB711C,"39,900원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105960421
OUTER,[리오더]브이넥 싱글 반팔 숏자켓 MIWJKB73QB,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105947349
OUTER,테일러드 일자핏 반팔 숏자켓 MIWJKB701G,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105943453
OUTER,화섬소재 반팔 셔츠형 아우터 MIWJJB602C,"29,900원",40%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105894910
OUTER,[리오더]원버튼 싱글 반팔 자켓 MIWJKB62QB,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105894912
OUTER,[리오더]트렌치형 더블 숏점퍼 MIWJJB50QB,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105892431
OUTER,브이넥 싱글 반팔 숏자켓 MIWJKB602B,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2105892433
OUTER,7부 테일러드 반더블 자켓 MIWJKB60PB,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104883617
OUTER,테일러드 반더블 반팔 숏자켓 MIWJKB621B,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104883618
OUTER,테일러드 오버핏 반팔 숏자켓 MIWJKB601C,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104883615
OUTER,테일러드 일자핏 반더블 반팔자켓 MIWJKB601B,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104883614
OUTER,[쏘미쏘자켓]린넨블렌드 퍼프 반팔 숏자켓MIWJKB622G,"49,900원",17%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104878751
OUTER,[쏘미쏘자켓]테일러드 일자핏 반팔 숏자켓MIWJKB602G,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104878747
OUTER,[쏘미쏘자켓]린넨블렌드 오버핏 반팔자켓 MIWJKB60PC,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104878748
OUTER,7부 라운드넥 노여밈 자켓 MIWJKB612B,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104866333
OUTER,테일러드 일자핏 싱글 자켓 MIWJKB611B,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104866332
OUTER,테일러드 일자핏 노여밈 자켓 MIWJKB622B,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104866334
OUTER,테일러드 일자핏 싱글 반팔자켓 MIWJKB503G,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104851274
OUTER,테일러드 벨티드 반팔자켓 MIWJKB512B,"39,900원",43%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104851275
OUTER,린넨체크 세미오버핏 싱글 자켓 MIWJKB501B,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104851272
OUTER,[리오더]밑단 스트링 오버핏 숏 점퍼 MIWJJB50QC,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104836382
OUTER,[리오더]폴리 잔헤링본 긴팔 자켓 MIWJKB52QG,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104834247
OUTER,테일러드 오버핏 싱글 반팔자켓 MIWJKB501C,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104812365
OUTER,조직감소재 테일러드 반팔자켓 MIWJKB522B,"29,900원",63%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104812367
OUTER,브이넥 일자핏 싱글 숏자켓 MIWJKB513G,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104812366
OUTER,[리오더]테일러드 일자핏 싱글 숏자켓 MIWJKB50QC,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104802057
OUTER,테일러드 반더블 벨티드 자켓 MIWJKB503B,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104802056
OUTER,[리오더]린넨 테일러드 일자핏 싱글자켓 MIWJKB51QG,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104802058
OUTER,테일러드 일자핏 싱글 숏자켓 MIWJKB502G,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2104795534
OUTER,테일러드 노여밈 벨티드 자켓 MIWJKB502B,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2103771734
OUTER,밑단 밴딩 맥자켓형 트러커 MIWJJB501C,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2103771732
OUTER,린넨스판 헤링본 테일러드 자켓 MIWJKB515B,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2103771736
OUTER,[쏘미쏘자켓]폴리 테일러드 일자핏 싱글자켓 MIWJKB50PG,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2103760306
OUTER,[쏘미쏘자켓]린넨 테일러드 일자핏 싱글자켓 MIWJKB51PG,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2103760308
OUTER,린넨 테일러드 일자핏 싱글 자켓 MIWJKB505B,"29,900원",67%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2103760304
OUTER,테일러드 오버핏 싱글 자켓 MIWJKB511C,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2103760307
OUTER,밑단 스트링 셔츠형 아우터 MIWJJB522C,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2103716180
OUTER,원버튼 반더블 테일러드 자켓 MIWJKB346B,"29,900원",63%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2102587848
OUTER,빅카라 벨티드 트렌치코트 MIWJTB316B,"49,900원",61%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101559858
OUTER,브이넥 일자핏 싱글 자켓MIWJKB312G,"39,900원",43%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101546270
OUTER,[5%추가 즉시할인▼]라운드넥 크롭 자켓MIWJKB226G,"59,900원",37%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101546268
OUTER,테일러드 슬림핏 싱글 자켓MIWJKB302B,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101546269
OUTER,[머스트자켓]패턴 테일러드 싱글 자켓 MIWJKB32PG,"29,900원",57%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101544590
OUTER,[머스트자켓]테일러드 일자핏 싱글 자켓 MIWJKB30PB,"29,900원",50%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101544589
OUTER,[5%추가 즉시할인▼]빅카라 크롭 자켓 MIWJKB216G,"59,900원",37%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101533939
OUTER,[5%추가 즉시할인▼][리오더]퀼팅안감 덤블카라 싱글 숏자켓 MIWJKB10QG,"59,900원",37%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101533938
OUTER,[5%추가 즉시할인▼]일자핏 단추벨티드 싱글 자켓 MIWJKB202G,"59,900원",37%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101519990
OUTER,[5%추가 즉시할인▼]벨티드 스탠카라 자켓 MIWJJB216B,"59,900원",37%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101519989
OUTER,[5%추가 즉시할인▼]원버튼 디테일테일러드 자켓 MIWJKB216B,"59,900원",37%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101519991
OUTER,[5%추가 즉시할인▼][리오더]패턴 스탠카라 벨티드 코트 MIWJHB13QG,"79,900원",41%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101505360
OUTER,[5%추가 즉시할인▼]브이넥 노카라 자켓 MIWJKB226B,"59,900원",37%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2101505359
OUTER,테일러드 오버핏 크롭자켓 MIWJKBT92C,"63,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109659538
OUTER,[✨라이브+카드사최대12%✨]세미 오버핏 테일러드 자켓 MIWJKBT25G,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109619503
OUTER,[✨라이브+카드사최대12%✨]크롭 테일러드 자켓 MIWJKBT15G,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109619502
OUTER,라운드넥 퀼팅 레더 자켓 MIWJLBT11G,"87,200원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109593556
OUTER,테일러드 숏자켓 MIWJKBT1PG,"47,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109593555
OUTER,[✨라이브+카드사최대12%✨][리오더]트위드 라운드넥 숏자켓 MIWJKBT1QG,"63,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109581000
OUTER,[✨라이브+카드사최대12%✨]테일러드 일자핏 싱글 자켓 MIWJKBT2PG,"47,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109575471
OUTER,테일러드 세미오버핏 반더블 자켓 MIWJKBT01B,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109575469
OUTER,테일러드 일자핏 싱글 자켓 MIWJKBT0PB,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109575470
OUTER,트위드 자켓 JKB911G RE MIWJKB92QG,"63,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109566486
OUTER,코듀로이 후드집업 MIWLWBT37A,"39,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109566493
OUTER,[✨라이브+카드사최대12%✨]코튼 베이직 트렌치코트 MIWJTBT0PB,"71,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109566488
OUTER,[✨라이브+카드사최대12%✨]RT 노여밈 트렌치코트 MIWJTBT01B,"79,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109566487
OUTER,크롭 후드 데님 자켓 MIWJEB919J,"47,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109566484
OUTER,싱글 숏자켓 JKB901G RE MIWJKB91QG,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109566485
OUTER,셔츠형 후드 데님 자켓 MIWJEB909J,"47,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2109566483
OUTER,오버핏 테일러드 자켓(2 SIZE) MIWJKBT35G,"63,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2108537485
OUTER,카라 숏점퍼 MIWJJB818G,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2108513034
OUTER,JKB71QC RE 3버튼 화섬 오버핏 자켓 MIWJKB819C,"39,900원",43%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2108513035
OUTER,인조가죽 셔츠형 벨티드 자켓 MIWJLBT11B,"71,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2108487404
OUTER,크롭 데님베이직 자켓 MIWJEB907J,"39,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2108363880
OUTER,벌룬소매 인조가죽 맥자켓 MIWJLBT01B,"71,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2108271058
OUTER,에코레더 라이더 자켓 MIWJLBT22C,"71,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2108271060
OUTER,에코레더 맥카라 숏자켓 MIWJLBT12C,"71,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2108271059
OUTER,[5%추가 즉시할인▼]하이넥 포켓 숏점퍼[리사이클소재] MIWJJB92RG,"55,920원",24%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2108250115
OUTER,스탠카라 스트링 숏점퍼[리사이클 소재] MIWJJB93RG,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2108250116
OUTER,테일러드 오버핏 싱글 자켓 MIWJKB902C,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107207139
OUTER,[✨라이브+카드사최대12%✨]테일러드 카라 일자핏 싱글자켓 MIWJKBT32G,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107198942
OUTER,크롭 반팔자켓 MIWJJB817B,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107189111
OUTER,JKB701G RE. 싱글 반팔 자켓 MIWJKB82QG,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107189113
OUTER,테일러드 일자핏 반팔 숏자켓 MIWJKB811B,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107189112
OUTER,테일러드 반더블 숏자켓 MIWJKB901B,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107180886
OUTER,브이넥 일자핏 싱글 숏자켓 MIWJKB902G,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107180888
OUTER,라운드넥 일자핏 싱글 숏자켓 MIWJKBT11B,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107180892
OUTER,[5%추가 즉시할인▼]아웃포켓 밑단스트링 숏 점퍼 MIWJJB911C,"55,920원",24%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107180885
OUTER,브이넥 일자핏 싱글 자켓 MIWJKB902B,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107180887
OUTER,테일러드 슬림핏 더블 자켓 MIWJKB913B,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107180891
OUTER,테일러드 일자핏 싱글 숏자켓 MIWJKB903B,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107180889
OUTER,체크 테일러드 일자핏 숏자켓 MIWJKBT22G,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107180893
OUTER,테일러드 일자핏 싱글 숏자켓 MIWJKB91PG,"47,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107164373
OUTER,테일러드 일자핏 싱글 자켓 MIWJKB90PG,"47,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107162366
OUTER,테일러드 일자핏 더블 자켓 MIWJKB90PB,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107162365
OUTER,아웃포켓 오버핏 숏 점퍼 MIWJJB921C,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107150859
OUTER,JKB702B 리오더_테일러드 숏 반팔 자켓 MIWJKB82QB,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107149980
OUTER,테일러드넥 밑단밴딩 숏 점퍼 MIWJJB901C,"47,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107149978
OUTER,JKB62QB 리오더_ 원버튼 반팔 자켓 MIWJKB81QB,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107149979
OUTER,테일러드 더블 숏자켓 MIWJKB912C,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107149981
OUTER,JKB712G RE. 빅카라 숏자켓 MIWJKB83QG,"39,900원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107125972
OUTER,테일러드 싱글 소매배색 숏자켓 MIWJKB901G,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107125973
OUTER,하이넥 숏 점퍼 MIWJJB91RG,"55,920원",20%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107125971
OUTER,[리오더] 브이넷 숏자켓 MIWJKB81QG,"39,900원",33%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2107109579
OUTER,트위드 라운드넥 반팔 숏자켓 MIWJKB812B,"49,900원",38%,https://m-mixxo.elandmall.com/goods/initGoodsDetailLayer.action?goods_no=2106090767
